DATE;TIME PERIOD;BETA0;BETA1;BETA2;BETA3;TAU1;TAU2
16/10/2008;16/Oct/08;5,159539;-1,379581;8,086787;-12,881341;1,052251;1,088559
17/10/2008;17/Oct/08;4,880892;-3,382406;9,036182;-10,695047;0,347813;0,704286
20/10/2008;20/Oct/08;4,938043;-3,816255;5,44427;-7,531106;0,25;0,822519
21/10/2008;21/Oct/08;4,949817;-4,357987;5,608947;-7,38162;0,25;0,893418
22/10/2008;22/Oct/08;4,889138;-3,816607;4,234423;-7,069966;0,25;0,950098
23/10/2008;23/Oct/08;4,75694;-3,673709;4,38613;-6,874244;0,25;0,90547
24/10/2008;24/Oct/08;4,669269;-3,98423;5,842227;-7,409984;0,25;0,821296
27/10/2008;27/Oct/08;4,767392;-4,679367;6,603724;-7,956939;0,25;0,850384
28/10/2008;28/Oct/08;4,834031;-4,824031;7,333829;-8,721021;0,261296;0,833544
29/10/2008;29/Oct/08;4,880746;-4,870746;7,280931;-8,733215;0,272836;0,850459
30/10/2008;30/Oct/08;4,948814;-4,830359;5,858268;-8,020655;0,25;0,929012
31/10/2008;31/Oct/08;4,969479;-4,959479;6,30064;-8,415479;0,25;0,889212
03/11/2008;03/Nov/08;5,005328;-4,762525;5,661508;-8,103056;0,25;0,91764
04/11/2008;04/Nov/08;4,995514;-4,985514;6,059131;-8,219784;0,25;0,915863
05/11/2008;05/Nov/08;5,068332;-5,035177;5,044304;-7,843903;0,25;1,018478
06/11/2008;06/Nov/08;5,148704;-3,848223;1,158617;-7,002628;0,25;1,198189
07/11/2008;07/Nov/08;5,10434;-4,017881;1,861769;-7,348786;0,25;1,189925
10/11/2008;10/Nov/08;5,072814;-3,910457;1,711275;-7,218097;0,25;1,18439
11/11/2008;11/Nov/08;5,146903;-3,368333;1,018315;-7,176188;0,347577;1,275221
12/11/2008;12/Nov/08;5,165877;-2,616722;-0,661406;-5,758007;0,625703;1,469108
13/11/2008;13/Nov/08;5,244444;-2,785804;-0,210432;-6,314584;0,649153;1,480588
14/11/2008;14/Nov/08;5,310522;-2,826623;-0,708542;-4,998024;0,931073;1,781316
17/11/2008;17/Nov/08;5,285745;-2,889376;-0,691232;-5,017474;0,930975;1,750786
18/11/2008;18/Nov/08;5,21047;-2,953643;0,485523;-6,196235;0,794117;1,522039
19/11/2008;19/Nov/08;5,121029;-2,783954;0,510438;-4,946892;1,319587;1,655262
20/11/2008;20/Nov/08;4,962111;-2,721581;0,630776;-4,707742;1,45767;1,574071
21/11/2008;21/Nov/08;4,907207;-2,727426;0,70718;-4,638702;1,365961;1,563863
24/11/2008;24/Nov/08;4,855702;-2,56443;0,684468;-4,650366;1,390832;1,476112
25/11/2008;25/Nov/08;4,730176;-2,557339;0,907031;-4,341342;1,311558;1,493674
26/11/2008;26/Nov/08;4,597916;-2,501448;0,978143;-4,179659;1,24485;1,399202
27/11/2008;27/Nov/08;4,566987;-2,540608;1,038952;-4,117245;1,1958;1,366942
28/11/2008;28/Nov/08;4,491838;-2,490206;1,042367;-4,114591;1,201328;1,327612
01/12/2008;01/Dec/08;4,450664;-2,413105;1,074274;-3,944961;1,390426;1,470871
02/12/2008;02/Dec/08;4,317807;-2,304185;1,134245;-3,867557;1,295865;1,36271
03/12/2008;03/Dec/08;4,009382;-1,859359;0,936588;-3,479545;1,293319;0,998413
04/12/2008;04/Dec/08;0,01;2,214396;8,863043;-1,730587;11,756806;0,557556
05/12/2008;05/Dec/08;0,339517;1,940363;8,601094;-1,591086;12,742162;0,479338
08/12/2008;08/Dec/08;0,01;2,323401;9,207926;-1,612072;13,517828;0,415871
09/12/2008;09/Dec/08;0,227697;2,239868;9,020615;-1,896327;14,203515;0,363126
10/12/2008;10/Dec/08;0,347556;2,154524;9,01726;-2,156326;14,596716;0,364366
11/12/2008;11/Dec/08;0,262524;2,161727;9,389977;-1,942946;14,4575;0,406613
12/12/2008;12/Dec/08;0,218737;2,126109;9,625155;-1,745543;14,401502;0,429551
15/12/2008;15/Dec/08;0,192733;2,018596;10,224444;-1,33317;13,956173;0,427926
16/12/2008;16/Dec/08;0,072492;2,148659;10,096146;-1,469619;13,808731;0,435685
17/12/2008;17/Dec/08;0,010287;2,087821;10,071279;-1,50278;13,168998;0,588415
18/12/2008;18/Dec/08;0,024759;1,910357;10,179762;-1,117751;12,25326;0,668161
19/12/2008;19/Dec/08;0,062508;1,727592;10,492571;-0,847533;12,158824;0,908214
22/12/2008;22/Dec/08;0,056401;1,698643;10,466349;-0,793286;12,126963;0,857475
23/12/2008;23/Dec/08;0,072686;1,56435;10,662251;-0,481038;11,999538;0,986139
24/12/2008;24/Dec/08;0,087443;1,652057;10,488102;-0,770498;12,145166;0,908842
29/12/2008;29/Dec/08;0,079015;1,58476;10,563983;-0,67954;12,05791;0,745929
30/12/2008;30/Dec/08;0,084856;1,621834;10,549618;-0,760603;12,057656;0,865329
31/12/2008;31/Dec/08;0,08816;1,689332;10,443117;-0,960391;12,150231;0,861831
02/01/2009;02/Jan/09;0,108792;1,611718;10,426767;-0,958181;12,04081;0,750536
05/01/2009;05/Jan/09;0,169175;1,509803;10,714462;-1,009914;11,895374;1,047267
06/01/2009;06/Jan/09;0,01;1,598177;11,598626;-0,739861;12,388537;1,0471
07/01/2009;07/Jan/09;0,352788;1,418221;11,118991;-1,540248;13,456747;0,616249
08/01/2009;08/Jan/09;0,383307;1,493448;10,785753;-2,052377;13,605817;0,617398
09/01/2009;09/Jan/09;0,340759;1,435769;10,873715;-2,146737;13,387501;0,610651
12/01/2009;12/Jan/09;0,343588;1,402202;10,910326;-2,125898;13,381319;0,573094
13/01/2009;13/Jan/09;0,444345;1,209559;11,021677;-1,87802;13,544833;0,581218
14/01/2009;14/Jan/09;0,529582;1,070976;11,113031;-1,699636;13,659261;0,622114
15/01/2009;15/Jan/09;0,387223;1,259563;10,911979;-1,908789;13,496395;0,53126
16/01/2009;16/Jan/09;0,568031;1,326967;10,518226;-2,691818;14,184578;0,497393
19/01/2009;19/Jan/09;0,519246;1,176375;11,101117;-2,08028;13,934714;0,493018
20/01/2009;20/Jan/09;0,449759;1,282196;11,151624;-2,365063;13,74902;0,49571
21/01/2009;21/Jan/09;0,459137;1,288145;11,256601;-2,609369;13,659231;0,482302
22/01/2009;22/Jan/09;0,245484;1,339764;11,993909;-2,369662;12,717687;0,536927
23/01/2009;23/Jan/09;0,651458;0,904921;11,969325;-2,353046;13,809073;0,523078
26/01/2009;26/Jan/09;0,660494;0,984648;12,093373;-2,327234;13,549824;0,384564
27/01/2009;27/Jan/09;0,414523;1,360044;12,010599;-2,754902;13,057957;0,395162
28/01/2009;28/Jan/09;0,418081;1,305215;11,633835;-2,766913;13,204531;0,390582
29/01/2009;29/Jan/09;0,045899;1,456061;12,341752;-2,158839;11,978907;0,457959
30/01/2009;30/Jan/09;0,013882;1,397048;12,793759;-2,061189;11,410371;0,566842
02/02/2009;02/Feb/09;0,051082;1,200306;13,093317;-1,537988;11,315957;0,758476
03/02/2009;03/Feb/09;0,06932;1,168869;13,044087;-1,707584;11,25932;0,74696
04/02/2009;04/Feb/09;0,207154;1,102534;12,939828;-1,780429;11,485518;0,648845
05/02/2009;05/Feb/09;0,272727;0,961025;12,924382;-1,845417;11,566292;0,703763
06/02/2009;06/Feb/09;0,278145;0,822744;13,195868;-1,580111;11,179554;0,699651
09/02/2009;09/Feb/09;0,227996;0,884009;13,123817;-1,513684;11,130919;0,630563
10/02/2009;10/Feb/09;0,199062;0,842521;13,273784;-1,287271;11,024328;0,847844
11/02/2009;11/Feb/09;0,143727;0,890511;13,237341;-1,427886;10,944942;1,001481
12/02/2009;12/Feb/09;0,399995;0,689526;12,298779;-1,535606;11,525821;0,728192
13/02/2009;13/Feb/09;0,357871;0,765258;12,378704;-1,646666;11,310742;0,716194
16/02/2009;16/Feb/09;0,312831;0,829108;12,371925;-1,929527;11,163553;0,789022
17/02/2009;17/Feb/09;0,35359;0,748679;12,443084;-1,935481;11,152811;0,904341
18/02/2009;18/Feb/09;0,404171;0,73324;12,36431;-1,913137;11,434245;0,873757
19/02/2009;19/Feb/09;0,53672;0,612781;12,380705;-1,593863;11,75244;0,626912
20/02/2009;20/Feb/09;0,484488;0,61191;12,411327;-1,557393;11,693499;0,680821
23/02/2009;23/Feb/09;0,561396;0,574944;12,155215;-1,625922;12,091982;0,582312
24/02/2009;24/Feb/09;0,495785;0,593871;12,229438;-1,662152;11,942538;0,639375
25/02/2009;25/Feb/09;0,01;1,059936;13,125636;-1,724666;12,330681;0,641185
26/02/2009;26/Feb/09;0,090963;1,092117;13,10475;-2,023181;12,293848;0,493965
27/02/2009;27/Feb/09;0,01;1,177409;13,108592;-2,128619;12,427838;0,508347
02/03/2009;02/Mar/09;0,01;1,035326;13,401029;-1,797628;12,130187;0,61845
03/03/2009;03/Mar/09;0,01;0,974808;13,605726;-1,757791;11,9675;0,617101
04/03/2009;04/Mar/09;0,120582;0,848218;13,783238;-1,847951;11,942956;0,652294
05/03/2009;05/Mar/09;0,01;0,969088;13,554402;-1,789658;12,133248;0,607814
06/03/2009;06/Mar/09;0,01;0,972357;13,298697;-1,737802;12,131017;0,560345
09/03/2009;09/Mar/09;0,01;1,021045;13,02715;-1,698185;12,233239;0,470289
10/03/2009;10/Mar/09;0,063439;1,080376;12,890214;-2,105634;12,209491;0,458257
11/03/2009;11/Mar/09;0,157815;1,034822;12,953076;-2,117553;12,23791;0,436467
12/03/2009;12/Mar/09;0,190561;1,012207;12,769027;-2,250229;12,537831;0,454509
13/03/2009;13/Mar/09;0,365183;0,915696;12,667798;-2,518583;12,899081;0,43107
16/03/2009;16/Mar/09;0,411746;0,859737;12,718633;-2,567496;12,911908;0,431045
17/03/2009;17/Mar/09;0,455607;0,853799;12,77935;-2,714659;12,836146;0,424768
18/03/2009;18/Mar/09;0,374406;0,973902;12,772862;-2,906589;12,557792;0,417442
19/03/2009;19/Mar/09;0,43959;1,002578;12,160371;-3,162998;12,966783;0,400861
20/03/2009;20/Mar/09;0,448191;0,914281;12,12303;-3,01536;13,131495;0,427257
23/03/2009;23/Mar/09;0,385779;0,928211;12,231932;-2,797772;12,853373;0,421988
24/03/2009;24/Mar/09;0,504004;0,83743;12,278298;-2,762483;12,951787;0,402684
25/03/2009;25/Mar/09;0,596257;0,820355;12,061914;-3,01421;13,187397;0,38844
26/03/2009;26/Mar/09;0,629752;0,835045;11,864827;-3,170496;13,31755;0,380041
27/03/2009;27/Mar/09;0,404921;0,808519;12,311518;-2,518346;12,415006;0,43648
30/03/2009;30/Mar/09;0,393998;0,67739;12,511194;-2,161937;12,163877;0,457363
31/03/2009;31/Mar/09;0,367323;0,707583;12,478701;-2,214965;12,126097;0,468643
01/04/2009;01/Apr/09;0,43794;0,609607;12,499699;-2,206165;12,248839;0,450916
02/04/2009;02/Apr/09;0,572223;0,729634;12,149885;-2,782189;12,76141;0,394371
03/04/2009;03/Apr/09;0,553571;0,720594;12,21324;-2,561346;12,618114;0,34556
06/04/2009;06/Apr/09;0,694251;0,690287;11,966198;-2,97195;13,098254;0,314582
07/04/2009;07/Apr/09;0,673869;0,638254;12,151275;-2,868907;12,899256;0,332795
08/04/2009;08/Apr/09;0,561235;0,648601;12,38565;-2,529156;12,441509;0,344077
09/04/2009;09/Apr/09;0,617992;0,516621;12,588;-2,220431;12,226041;0,361167
14/04/2009;14/Apr/09;0,588321;0,443415;12,630253;-1,858052;12,168328;0,38744
15/04/2009;15/Apr/09;0,620105;0,352415;12,633715;-1,681292;12,300334;0,416591
16/04/2009;16/Apr/09;0,608744;0,427963;12,618802;-1,741775;12,226347;0,40755
17/04/2009;17/Apr/09;0,575678;0,459334;12,678894;-1,552163;12,069116;0,410645
20/04/2009;20/Apr/09;0,527278;0,453998;12,666;-1,308582;12,051964;0,475694
21/04/2009;21/Apr/09;0,518565;0,472328;12,486837;-1,350466;12,234051;0,448053
22/04/2009;22/Apr/09;0,551718;0,56376;12,35578;-1,741388;12,388229;0,405339
23/04/2009;23/Apr/09;0,504184;0,612931;12,329581;-1,875725;12,283026;0,383983
24/04/2009;24/Apr/09;0,500433;0,524566;12,535958;-1,706393;12,032473;0,40821
27/04/2009;27/Apr/09;0,499294;0,46387;12,500005;-1,562443;12,141346;0,449361
28/04/2009;28/Apr/09;0,451126;0,470686;12,603794;-1,48765;11,944227;0,448935
29/04/2009;29/Apr/09;0,407448;0,483542;12,668664;-1,466225;11,824187;0,448592
30/04/2009;30/Apr/09;0,356674;0,563365;12,639161;-1,533934;11,728054;0,427802
04/05/2009;04/May/09;0,485745;0,487852;12,571486;-1,743918;12,02801;0,422518
05/05/2009;05/May/09;0,45685;0,520167;12,534576;-1,754813;12,015891;0,41725
06/05/2009;06/May/09;0,490495;0,428201;12,640555;-1,655182;11,902359;0,441495
07/05/2009;07/May/09;0,639701;0,434067;12,634661;-2,273152;11,9249;0,40449
08/05/2009;08/May/09;0,721295;0,24029;12,864048;-2,038298;11,720781;0,476713
11/05/2009;11/May/09;0,675782;0,248506;12,780911;-1,870277;11,752019;0,500397
12/05/2009;12/May/09;0,698294;0,256972;12,781266;-1,89992;11,742012;0,473753
13/05/2009;13/May/09;0,764394;0,04464;12,897274;-1,561481;11,800877;0,530094
14/05/2009;14/May/09;0,768273;0,047471;12,905597;-1,577782;11,783249;0,52701
15/05/2009;15/May/09;0,730665;0,118671;12,942723;-1,786144;11,568449;0,535332
18/05/2009;18/May/09;0,744889;0,092072;12,957224;-1,822832;11,570409;0,545671
19/05/2009;19/May/09;0,759366;0,162351;12,958847;-1,935904;11,464973;0,559862
20/05/2009;20/May/09;0,825693;0,18958;12,706167;-1,9875;11,74553;0,509337
21/05/2009;21/May/09;0,833975;0,151607;12,681012;-1,956106;11,79402;0,584703
22/05/2009;22/May/09;0,896559;0,05779;12,860941;-1,865964;11,405975;0,598202
25/05/2009;25/May/09;1,007241;0,097234;12,602613;-2,157514;11,58839;0,468844
26/05/2009;26/May/09;3,515386;-2,482455;7,584363;-2,105344;8,428902;0,541275
27/05/2009;27/May/09;3,501646;-2,480569;7,704023;-2,068571;8,214588;0,549198
28/05/2009;28/May/09;3,45837;-2,498206;7,945903;-1,971271;7,987642;0,596734
29/05/2009;29/May/09;3,44435;-2,514585;8,055081;-2,100925;7,879495;0,663349
01/06/2009;01/Jun/09;2,696914;-1,710898;9,762941;-2,172089;9,107316;0,596985
02/06/2009;02/Jun/09;2,743103;-1,772769;9,802486;-2,189082;9,125379;0,643633
03/06/2009;03/Jun/09;2,607899;-1,642218;9,683248;-2,174623;9,073752;0,683752
04/06/2009;04/Jun/09;2,648152;-1,628366;9,650654;-2,061758;8,918924;0,611482
05/06/2009;05/Jun/09;2,641067;-1,555423;9,466919;-1,972826;8,817593;0,479492
08/06/2009;08/Jun/09;3,44819;-2,367442;7,498754;-1,892433;7,591672;0,483466
09/06/2009;09/Jun/09;3,460205;-2,351402;7,340613;-2,037197;7,56643;0,48167
10/06/2009;10/Jun/09;3,489215;-2,399008;7,376535;-2,086257;7,528183;0,469776
11/06/2009;11/Jun/09;3,579971;-2,512124;7,451624;-2,075485;7,519425;0,41597
12/06/2009;12/Jun/09;3,586534;-2,526975;7,221832;-2,109658;7,630277;0,418877
15/06/2009;15/Jun/09;3,657028;-2,481573;6,880323;-2,449534;7,973452;0,428743
16/06/2009;16/Jun/09;3,698816;-2,580815;6,926323;-2,266271;8,024835;0,441795
17/06/2009;17/Jun/09;3,705673;-2,691721;7,003389;-2,035584;7,991375;0,492175
18/06/2009;18/Jun/09;3,715993;-2,768793;7,184537;-1,985756;7,731417;0,487425
19/06/2009;19/Jun/09;3,814807;-2,812424;7,084665;-2,149191;7,931128;0,500859
22/06/2009;22/Jun/09;3,711967;-2,769591;7,051676;-2,021945;7,885226;0,532273
23/06/2009;23/Jun/09;3,750236;-2,758461;6,993326;-2,133809;8,022546;0,486534
24/06/2009;24/Jun/09;3,776255;-2,920143;7,129457;-2,024988;7,932942;0,508191
25/06/2009;25/Jun/09;3,758278;-3,023346;7,292261;-1,756939;7,92219;0,545338
26/06/2009;26/Jun/09;3,67633;-2,968836;7,370476;-1,616534;7,929906;0,606279
29/06/2009;29/Jun/09;3,648067;-2,888858;7,26184;-1,533203;8,100395;0,575736
30/06/2009;30/Jun/09;3,591732;-2,912693;7,408023;-1,318517;7,862641;0,541632
01/07/2009;01/Jul/09;3,574808;-2,847601;7,404769;-1,522897;7,906118;0,591599
02/07/2009;02/Jul/09;3,546293;-2,884952;7,458548;-1,642218;7,90379;0,640573
03/07/2009;03/Jul/09;2,716476;-2,036322;9,231509;-1,685559;8,861195;0,605166
06/07/2009;06/Jul/09;2,664082;-1,989557;9,20703;-1,717566;8,833761;0,625092
07/07/2009;07/Jul/09;2,693664;-2,00127;9,168872;-1,795677;8,922286;0,573532
08/07/2009;08/Jul/09;2,702608;-2,089917;9,247097;-1,596958;8,79277;0,572379
09/07/2009;09/Jul/09;2,682602;-2,077027;9,232139;-1,542153;8,748231;0,531522
10/07/2009;10/Jul/09;2,696365;-2,125959;9,187624;-1,436535;8,887993;0,538806
13/07/2009;13/Jul/09;1,433853;-0,835116;11,488094;-1,473798;10,031726;0,512336
14/07/2009;14/Jul/09;1,440748;-0,780209;11,460308;-1,672418;9,898564;0,463282
15/07/2009;15/Jul/09;1,482887;-0,824003;11,478468;-1,642398;9,948528;0,416876
16/07/2009;16/Jul/09;1,493176;-0,890221;11,558697;-1,605084;9,874808;0,440836
17/07/2009;17/Jul/09;1,564281;-0,950912;11,579333;-1,644319;9,943804;0,402471
20/07/2009;20/Jul/09;1,668709;-0,891278;11,285775;-2,120224;10,225195;0,357607
21/07/2009;21/Jul/09;1,686876;-0,924717;11,256699;-2,0843;10,309242;0,362722
22/07/2009;22/Jul/09;1,695339;-0,961159;11,215356;-1,964941;10,412341;0,3619
23/07/2009;23/Jul/09;1,70757;-0,981052;11,206724;-1,93007;10,446746;0,361259
24/07/2009;24/Jul/09;1,728237;-0,9255;11,046571;-2,131383;10,381537;0,346298
27/07/2009;27/Jul/09;1,849605;-0,883842;10,711721;-2,631056;10,607598;0,312972
28/07/2009;28/Jul/09;1,794505;-0,843848;10,617233;-2,553979;10,635513;0,333477
29/07/2009;29/Jul/09;1,754222;-0,814728;10,547102;-2,526003;10,660817;0,32733
30/07/2009;30/Jul/09;1,746555;-0,76919;10,381616;-2,666735;10,652319;0,319662
31/07/2009;31/Jul/09;1,631172;-0,680722;10,25038;-2,574592;10,661665;0,337369
03/08/2009;03/Aug/09;1,649894;-0,683441;10,237542;-2,57578;10,661391;0,316295
04/08/2009;04/Aug/09;1,674372;-0,617569;10,028125;-2,809166;10,745603;0,308583
05/08/2009;05/Aug/09;1,612516;-0,500458;9,982258;-2,907007;10,607135;0,281806
06/08/2009;06/Aug/09;1,659865;-0,43794;9,729766;-3,287581;10,693208;0,276106
07/08/2009;07/Aug/09;1,78021;-0,408013;9,470948;-3,78758;10,787561;0,263485
10/08/2009;10/Aug/09;1,795235;-0,430072;9,467601;-3,770513;10,804376;0,264433
11/08/2009;11/Aug/09;3,963725;-3,045215;5,039481;-2,445125;6,803188;0,285703
12/08/2009;12/Aug/09;3,988322;-3,078945;5,107469;-2,48178;6,707385;0,296481
13/08/2009;13/Aug/09;3,994561;-3,164188;5,108973;-2,316243;6,699539;0,310077
14/08/2009;14/Aug/09;3,960504;-3,245464;5,192471;-1,947338;6,77214;0,320752
17/08/2009;17/Aug/09;3,90709;-3,21393;5,186861;-1,845671;6,755765;0,321005
18/08/2009;18/Aug/09;3,904659;-3,208619;5,180999;-1,823613;6,762396;0,310306
19/08/2009;19/Aug/09;3,855394;-3,192462;5,20487;-1,73843;6,748509;0,3287
20/08/2009;20/Aug/09;3,362495;-2,569149;6,427136;-2,118186;7,898284;0,313367
21/08/2009;21/Aug/09;3,458386;-2,398214;5,945837;-2,92545;8,121483;0,298797
24/08/2009;24/Aug/09;3,471521;-2,425898;6,000797;-2,9253;8,069699;0,294637
25/08/2009;25/Aug/09;3,489919;-2,566996;6,119121;-2,548875;8,060981;0,29948
26/08/2009;26/Aug/09;3,483218;-2,528582;5,995476;-2,638512;8,185528;0,307478
27/08/2009;27/Aug/09;3,483621;-2,537229;5,996905;-2,640544;8,189402;0,301266
28/08/2009;28/Aug/09;3,521126;-2,574569;6,048131;-2,687718;8,172131;0,300493
31/08/2009;31/Aug/09;3,505833;-2,546105;6,085644;-2,749845;8,110428;0,315097
01/09/2009;01/Sep/09;3,463267;-2,639604;6,423901;-2,349878;7,945536;0,326723
02/09/2009;02/Sep/09;3,43635;-2,697146;6,577189;-2,049931;8,013399;0,333452
03/09/2009;03/Sep/09;3,499584;-2,780494;6,690331;-2,147994;7,972445;0,359178
04/09/2009;04/Sep/09;3,43343;-2,744037;6,686974;-2,062114;7,93543;0,378178
07/09/2009;07/Sep/09;3,499508;-2,828871;6,733997;-2,105855;7,972865;0,395381
08/09/2009;08/Sep/09;3,537788;-2,863642;6,79033;-2,145053;7,941213;0,404157
09/09/2009;09/Sep/09;3,636007;-2,948234;6,826964;-2,131495;8,040725;0,394428
10/09/2009;10/Sep/09;3,566339;-3,006351;6,98474;-1,703847;8,075473;0,449239
11/09/2009;11/Sep/09;3,498018;-2,928456;6,946043;-1,726645;8,047907;0,45738
14/09/2009;14/Sep/09;3,438293;-2,851502;6,887058;-1,710653;8,025659;0,434055
15/09/2009;15/Sep/09;3,463155;-2,864614;6,900525;-1,707793;8,023619;0,411091
16/09/2009;16/Sep/09;3,488409;-2,866093;6,934808;-1,755393;7,989593;0,413064
17/09/2009;17/Sep/09;3,481414;-2,821553;6,925886;-1,784639;7,934477;0,408003
18/09/2009;18/Sep/09;3,582767;-2,859372;6,750833;-1,975762;8,16253;0,389974
21/09/2009;21/Sep/09;3,630917;-2,998741;6,885954;-1,746498;8,152554;0,418935
22/09/2009;22/Sep/09;3,608914;-2,977243;6,892398;-1,810377;8,116716;0,399342
23/09/2009;23/Sep/09;3,569732;-2,859403;6,809472;-2,112082;8,060954;0,402513
24/09/2009;24/Sep/09;3,592225;-2,965044;6,810622;-1,854661;8,134737;0,434419
25/09/2009;25/Sep/09;3,438206;-2,849488;6,814788;-1,638755;8,070429;0,41671
28/09/2009;28/Sep/09;3,354331;-2,80804;6,871852;-1,504291;7,957202;0,433443
29/09/2009;29/Sep/09;3,326804;-2,764763;6,88046;-1,51607;7,904918;0,402295
30/09/2009;30/Sep/09;3,270978;-2,697643;6,847944;-1,524889;7,880493;0,406104
01/10/2009;01/Oct/09;3,34189;-2,758568;6,875466;-1,515788;7,947063;0,405878
02/10/2009;02/Oct/09;1,835453;-1,191557;9,955925;-1,651325;10,24113;0,386777
05/10/2009;05/Oct/09;1,813;-1,165681;9,948987;-1,660371;10,218911;0,389965
06/10/2009;06/Oct/09;1,809048;-1,169237;10,026815;-1,587048;10,141766;0,381408
07/10/2009;07/Oct/09;1,757689;-1,194498;10,079129;-1,205646;10,029197;0,391811
08/10/2009;08/Oct/09;1,775645;-1,238704;10,056827;-1,112395;10,137162;0,380795
09/10/2009;09/Oct/09;1,851065;-1,134333;9,878078;-1,481711;10,27979;0,294065
12/10/2009;12/Oct/09;1,860436;-1,164448;9,903781;-1,47382;10,274039;0,314766
13/10/2009;13/Oct/09;1,861113;-1,27948;10,04512;-1,161814;10,105963;0,342638
14/10/2009;14/Oct/09;1,91229;-1,301096;10,073388;-1,202956;10,106366;0,336225
15/10/2009;15/Oct/09;1,945153;-1,283927;10,135481;-1,347303;9,985461;0,315341
16/10/2009;16/Oct/09;1,981886;-1,222293;9,905814;-1,628038;10,209842;0,290588
19/10/2009;19/Oct/09;2,004547;-1,268294;9,916247;-1,563845;10,259326;0,276231
20/10/2009;20/Oct/09;1,960183;-1,307518;9,953499;-1,252022;10,286304;0,272392
21/10/2009;21/Oct/09;2,084872;-1,355027;9,901455;-1,531927;10,528808;0,269632
22/10/2009;22/Oct/09;2,060601;-1,326864;9,861387;-1,553335;10,558195;0,270546
23/10/2009;23/Oct/09;2,102536;-1,334742;9,912855;-1,675581;10,508458;0,27198
26/10/2009;26/Oct/09;2,135342;-1,355428;9,936458;-1,779071;10,491587;0,284201
27/10/2009;27/Oct/09;2,094918;-1,380392;9,866889;-1,600258;10,577809;0,322082
28/10/2009;28/Oct/09;2,060159;-1,347602;9,810092;-1,617095;10,600632;0,328594
29/10/2009;29/Oct/09;2,081189;-1,258934;9,719596;-1,881224;10,554446;0,302359
30/10/2009;30/Oct/09;2,029546;-1,242609;9,694411;-1,766484;10,536978;0,321829
02/11/2009;02/Nov/09;2,051356;-1,354548;9,770443;-1,446501;10,544003;0,316166
03/11/2009;03/Nov/09;2,07546;-1,439345;9,865911;-1,286944;10,488088;0,329963
04/11/2009;04/Nov/09;2,138586;-1,425231;9,832676;-1,535102;10,487278;0,317111
05/11/2009;05/Nov/09;2,153346;-1,4284;9,881873;-1,644641;10,400992;0,319139
06/11/2009;06/Nov/09;2,188788;-1,426498;9,820418;-1,83348;10,406199;0,32037
09/11/2009;09/Nov/09;2,178437;-1,514671;9,864504;-1,533047;10,386872;0,360168
10/11/2009;10/Nov/09;2,136207;-1,509137;9,83292;-1,385928;10,38504;0,356328
11/11/2009;11/Nov/09;2,129308;-1,486615;9,851264;-1,447832;10,311032;0,364426
12/11/2009;12/Nov/09;2,132597;-1,480716;9,878604;-1,506853;10,240238;0,376647
13/11/2009;13/Nov/09;2,122771;-1,531269;9,930155;-1,338455;10,114757;0,402375
16/11/2009;16/Nov/09;2,128279;-1,496351;9,850748;-1,457458;10,147378;0,414524
17/11/2009;17/Nov/09;2,062917;-1,488505;9,861838;-1,213645;10,053148;0,408915
18/11/2009;18/Nov/09;2,034678;-1,451287;9,864829;-1,257758;9,973139;0,421834
19/11/2009;19/Nov/09;2,010976;-1,456866;9,858195;-1,186906;9,885327;0,458137
20/11/2009;20/Nov/09;2,067434;-1,443258;9,70661;-1,343123;9,899628;0,381228
23/11/2009;23/Nov/09;2,085251;-1,458351;9,679367;-1,284528;9,94274;0,35257
24/11/2009;24/Nov/09;2,121903;-1,601039;9,723239;-0,906943;9,970585;0,358404
25/11/2009;25/Nov/09;2,194405;-1,589958;9,520271;-1,103563;10,183625;0,302234
26/11/2009;26/Nov/09;2,205405;-1,758314;9,632002;-0,662888;10,146334;0,376776
27/11/2009;27/Nov/09;2,199091;-1,751861;9,661299;-0,719058;10,080992;0,365413
30/11/2009;30/Nov/09;2,159027;-1,663421;9,519868;-0,808832;10,185301;0,332338
01/12/2009;01/Dec/09;2,176754;-1,73346;9,556078;-0,644879;10,227882;0,336441
02/12/2009;02/Dec/09;2,187461;-1,745577;9,587388;-0,659418;10,204952;0,332781
03/12/2009;03/Dec/09;2,201857;-1,644752;9,452035;-1,141266;10,275575;0,279609
04/12/2009;04/Dec/09;2,215598;-1,577344;9,419616;-1,438099;10,234399;0,25
07/12/2009;07/Dec/09;2,18777;-1,574608;9,323943;-1,341689;10,352916;0,25407
08/12/2009;08/Dec/09;2,113415;-1,734427;9,658804;-0,629144;10,020503;0,308659
09/12/2009;09/Dec/09;2,121028;-1,724166;9,679595;-0,670935;9,962796;0,338639
10/12/2009;10/Dec/09;2,185838;-1,78265;9,70143;-0,641891;10,007607;0,299691
11/12/2009;11/Dec/09;2,237792;-1,817607;9,72272;-0,690793;10,004873;0,25
14/12/2009;14/Dec/09;2,226457;-1,839492;9,716525;-0,601146;10,020735;0,261695
15/12/2009;15/Dec/09;2,210885;-1,849157;9,758162;-0,461864;9,861792;0,288551
16/12/2009;16/Dec/09;2,219568;-1,837629;9,670008;-0,618739;9,909865;0,34524
17/12/2009;17/Dec/09;2,162496;-1,855944;9,680485;-0,455456;9,78342;0,515244
